date,rocket_name,launch_site,payload_mass,satellite_name,outcome,launch_year,launch_month,rocket_success_rate,launch_site_risk,orbit_GEO,orbit_LEO,orbit_LEo,orbit_MEO,payload_category_Light,payload_category_Medium
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4784 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4785 ,0,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2023-01-31,Falcon 9,Vandenberg AFB,290.0,Starlink-4786                ,1,2023,1,0.8981187909532868,0.9079229122055674,False,True,False,False,True,False
2022-09-24,Falcon 9,Cape Canaveral,260.0,Starlink-4787 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4788 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4789 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4790 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-24,Falcon 9,Cape Canaveral,260.0,Starlink-4791 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4792 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4793 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
2022-09-19,Falcon 9,Cape Canaveral,260.0,Starlink-4794 ,1,2022,9,0.8981187909532868,0.8981278871869681,False,True,False,False,True,False
